date,sst
2020-01-01,29.23851203918457
2020-02-01,29.307289123535156
2020-03-01,30.212501525878906
2020-04-01,31.394906997680664
2020-05-01,31.725160598754883
2020-06-01,32.04100799560547
2020-07-01,30.552215576171875
2020-08-01,31.067380905151367
2020-09-01,30.40853500366211
2020-10-01,30.183780670166016
2020-11-01,29.756515502929688
2020-12-01,29.737655639648438
2021-01-01,28.12259292602539
2021-02-01,28.31485366821289
2021-03-01,29.880537033081055
2021-04-01,31.233688354492188
2021-05-01,31.307493209838867
2021-06-01,31.411022186279297
2021-07-01,30.8012752532959
2021-08-01,30.318017959594727
2021-09-01,30.565523147583008
2021-10-01,30.828142166137695
2021-11-01,31.082094192504883
2021-12-01,29.14647674560547
2022-01-01,29.26641273498535
2022-02-01,28.8936824798584
2022-03-01,30.118587493896484
2022-04-01,30.62593650817871
2022-05-01,31.565168380737305
2022-06-01,30.81649398803711
2022-07-01,30.55609130859375
2022-08-01,30.406932830810547
2022-09-01,30.273046493530273
2022-10-01,29.83023452758789
2022-11-01,29.80599021911621
2022-12-01,29.032756805419922
2023-01-01,28.621278762817383
2023-02-01,27.998228073120117
2023-03-01,29.00010871887207
2023-04-01,30.337026596069336
2023-05-01,31.471378326416016
2023-06-01,31.163848876953125
2023-07-01,30.689464569091797
2023-08-01,30.516443252563477
2023-09-01,30.564708709716797
2023-10-01,30.972793579101562
2023-11-01,31.34882354736328
2023-12-01,29.385759353637695
2024-01-01,28.96540069580078
2024-02-01,29.59756851196289
2024-03-01,30.54273223876953
2024-04-01,31.974388122558594
2024-05-01,31.674381256103516
2024-06-01,31.86144256591797
2024-07-01,31.003190994262695
2024-08-01,30.85332489013672
2024-09-01,31.088777542114258
2024-10-01,31.31920623779297
2024-11-01,31.02873992919922
2024-12-01,29.830202102661133
2025-01-01,28.861474990844727
2025-02-01,28.424537658691406
2025-03-01,29.37158203125
2025-04-01,30.682220458984375
2025-05-01,31.667776107788086
2025-06-01,32.04860305786133
2025-07-01,31.129417419433594
2025-08-01,31.197372436523438
2025-09-01,30.64482307434082
2025-10-01,
2025-11-01,
2025-12-01,
